ano,bimestre,receitas_correntes,receitas_correntes_exc_intra,transferencias_correntes,transferencias_correntes_exc_intra,despesas_correntes,despesas_correntes_exc_intra,despesas_correntes_liq,pessoal_encargos,pessoal_encargos_exc_intra,pessoal_encargos_liq,juros_encargos,juros_encargos_exc_intra,juros_encargos_liq,outras_despesas_correntes,outras_despesas_correntes_exc_intra,outras_despesas_correntes_liq,data_ref,rotulo_periodo,poupanca_bruta,poupanca_liquida_proxy,dc_rc,dc_rc_liquidada,receitas_correntes_12m,despesas_correntes_12m,dc_rc_12m,status_constitucional,part_pessoal_encargos,part_juros_encargos,part_outras_despesas_correntes,yoy_receitas_correntes,yoy_despesas_correntes,yoy_poupanca_bruta
2023,6,45505136245.24,43338701222.71,9531881439.82,9531881439.82,39800049390.32,37621676137.35,38529682592.23,25878707586.629997,24092084070.28,25836309041.88,1124211004.07,1124211004.07,1124160742.87,12797130799.62,12405381063.0,11569212807.48,2023-12-01,2023-B6,5705086854.919998,-3826794584.9000015,0.8746276283148856,0.846710630302977,45505136245.24,39800049390.31999,0.8746276283148855,ALERTA,0.6502179766873382,0.028246472587127636,0.32153555072553414,0.07652742920819011,0.09951439719643229,-0.06049763072466108
2024,1,8150069802.11,7817108811.07,1678047232.92,1678047232.92,10173516712.710001,9805060702.26,5505374276.31,4296650238.21,3984989289.3,4185472455.75,190524429.06,190524429.06,190273134.96,5686342045.44,5629546983.9,1129628685.6,2024-02-01,2024-B1,-2023446910.6000013,-3701494143.5200014,1.2482735681694583,0.6755002607320854,46759038147.659996,41040695108.18,0.8777061448222676,ALERTA,0.422336774936645,0.018727489661659828,0.558935735401695,0.18182589528836246,0.13888543991906532,-0.0065086485072376465
2024,2,16401708256.800001,15735663299.61,3300384549.56,3300384549.56,16829000684.900002,16103250211.19,12320936760.11,8746022521.210001,8132973738.09,8661776471.13,343156258.36,343156258.36,343005481.9,7739821905.33,7627120214.74,3316154807.08,2024-04-01,2024-B2,-427292428.1000004,-3727676977.66,1.026051702750099,0.7511983853878056,47857269929.55,41086254622.97,0.8585164737447933,ALERTA,0.5196994572029141,0.020390768577714814,0.459909774219371,0.16741671942975667,0.0827525033448091,-0.7138451290818559
2024,3,24782876911.57,23781493931.75,5054675352.37,5054675352.37,23693555255.260002,22616999777.84,19720154412.89,13331896662.39,12420075074.01,13253973298.34,548182542.09,548182542.09,548132283.27,9813476050.78,9648742161.74,5918048831.28,2024-06-01,2024-B3,1089321656.3099976,-3965353696.0600014,0.9560453913322128,0.7957169170978513,48729544806.72,42190775078.56,0.8658150870463646,ALERTA,0.5626802950743451,0.02313635654017363,0.41418334838548115,0.1495657534254533,0.11222573417858106,3.261175253723988
2024,4,33135255160.289997,31789201663.51,6729827412.13,6729827412.13,30195295301.55,28759163883.79,27046329334.739998,17906335215.25,16692096490.44,17869452256.149998,738936567.27,738936567.27,738936567.27,11550023519.03,11328130826.08,8437940511.32,2024-08-01,2024-B4,2939959858.739998,-3789867553.390003,0.9112739635014699,0.8162402614346819,49640573623.32,42456460342.829994,0.8552773919374076,ALERTA,0.593017390173721,0.024471910603638593,0.38251069922264047,0.1426021849218959,0.096460369230702,1.0123845426418523
2024,5,41572526462.22,39864988972.03,8330812642.67,8330812642.67,37107057906.810005,35290353504.44,34753838960.56,22761387744.37,21218027840.23,22717828330.7,900063356.08,900063356.08,900063356.08,13445606806.359999,13172262308.13,11135947273.78,2024-10-01,2024-B5,4465468555.409996,-3865344087.260002,0.8925860674003516,0.8359809210090552,50463780490.31999,43676591888.19,0.8655037625761726,ALERTA,0.6133978016131739,0.02425585338348308,0.36234634500334284,0.13543071493136338,0.116656105093907,0.31982986431958693
2024,6,50842048569.74,48662683021.49,10242806873.5,10242806873.5,44088481429.03,41905361710.15,42757595745.55,27855792076.170002,26007468587.06,27784694717.78,1099265220.27,1099265220.27,1099265220.27,15133424132.59,14798627902.82,13873635807.5,2024-12-01,2024-B6,6753567140.709999,-3489239732.790001,0.8671657155701321,0.8409888458152791,50842048569.74,44088481429.03001,0.8671657155701323,ALERTA,0.6318156392165595,0.024933161330119896,0.34325119945332067,0.11728153709370037,0.10774941499828916,0.18377989896609614
2025,1,8997519701.98,8653666381.64,2077190909.1,2077190909.1,11607346853.12,11223707902.69,6111011804.76,4587905420.04,4261551885.44,4421556176.46,203298707.48,203298707.48,203298707.48,6816142725.6,6758857309.77,1486156920.8200002,2025-02-01,2025-B1,-2609827151.1400013,-4687018060.240002,1.2900607320221462,0.679188488291413,51689498469.61,45522311569.44,0.8806878170080158,ALERTA,0.39525875103894154,0.017514657746731697,0.5872265912143267,0.10398069224518802,0.14093751265171495,0.2897927479432232
2025,2,17952343442.66,17260887329.27,3963676520.52,3963676520.52,18610037053.25,17860909282.0,13652941633.43,9369732943.78,8733608415.92,9232360586.6,363332365.41,363332365.41,363332365.41,8876971744.06,8763968500.67,4057248681.42,2025-04-01,2025-B2,-657693610.5900002,-4621370131.110001,1.0366355296560965,0.7605102741621259,52392683755.59999,45869517797.38,0.8754947162346353,ALERTA,0.5034773932459043,0.019523462762077025,0.47699914399201865,0.09454107837926684,0.10583138010969662,0.5392119479263937
2025,3,27055670977.32,26005511878.37,5866827955.89,5866827955.89,26250219858.99,25125713683.38,21891547519.539997,14296311661.64,13340405571.18,14207503271.24,575556342.6,575556342.6,575556342.6,11378351854.75,11209751769.6,7108487905.7,2025-06-01,2025-B3,805451118.329998,-5061376837.560001,0.970229859795191,0.8091297213767517,53114842635.49,46645146032.76,0.8781941867524783,ALERTA,0.5446168351517213,0.02192577226749921,0.43345739258077937,0.09170824169686842,0.10790548637323716,-0.260593862552583
2025,4,35999751933.899994,34580650288.13,7632318923.97,7632318923.97,33310989133.91,31800491348.8,30039163771.1,19429495301.859997,18144311869.67,19338642345.410004,760035116.81,760035116.81,760035116.81,13121458715.24,12896144362.32,9940486308.880001,2025-08-01,2025-B4,2688762799.989994,-4943556123.980007,0.9253116297877025,0.834426965670642,53706545343.34999,47204175261.39,0.878927791009646,ALERTA,0.5832758440091205,0.022816347895124423,0.393907808095755,0.08644861069435406,0.10318474455191251,-0.08544234303173837
2025,5,45087839369.11,43298884367.26,9391351275.449999,9390688072.32,40952720216.94,39051231472.65,38256964839.22,24370628095.85,22756385875.44,24250047214.85,919018482.72,919018482.72,919018482.72,15663073638.369999,15375827114.49,13087899141.65,2025-10-01,2025-B5,4135119152.169998,-5256232123.279999,0.908287484828936,0.8484985169954744,54357361476.630005,47934143739.159996,0.8818335260766555,ALERTA,0.5950918026141068,0.02244096308747398,0.38246723429841917,0.08455855840478255,0.10363695013999563,-0.07397866520407437
2025,6,55520567405.45,53181899958.75,11706307523.42,11705331179.63,49211412315.270004,46865219460.9,47873137665.54,29994433157.99,28009212314.36,29957187142.739998,1145227969.32,1145227969.32,1145227969.32,18071751187.960003,17710779177.22,16770722553.48,2025-12-01,2025-B6,6309155090.179993,-5397152433.2400055,0.8863636417094564,0.8622595175574644,55520567405.450005,49211412315.270004,0.8863636417094563,ALERTA,0.609501571827129,0.023271593222790776,0.36722683495008024,0.09202065942115767,0.11619658287588064,-0.06580404714585919
2026,1,9556673772.869999,9173158904.32,1964165717.24,1963773477.9,13866417963.67,13436297099.89,6877828406.4800005,5132847045.78,4762460726.91,4996991621.650001,191164452.25,191164452.25,191164452.25,8542406465.639999,8482671920.73,1689672332.5800002,2026-02-01,2026-B1,-4309744190.800001,-6273909908.040001,1.4509669675064911,0.7196885202888427,56079721476.34,51470483425.82,0.9178091843329744,ALERTA,0.37016387788310245,0.013786145257618128,0.6160499768592794,0.06214535665500698,0.19462424438042625,0.6513523468086602
2026,2,19716949937.0,18932315111.45,3841085219.4,3840222363.13,22309638783.89,21460376110.8,15944336871.85,10642942377.890001,9911341906.44,10527014166.18,352838593.44,352838593.44,352838593.44,11313857812.56,11196195610.92,5064484112.23,2026-04-01,2026-B2,-2592688846.8899994,-6433774066.289999,1.131495431858082,0.8086614269851914,57285173899.78999,52911014045.91,0.923642374525531,ALERTA,0.4770557910411069,0.015815522468018983,0.5071286864908742,0.09829393582939039,0.19879604323484745,2.942092191779337
